route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
45,H01M923S-Semaine-4-_23AUT-1111100-,52095411,"Ottawa",1,450597
34,H01M923S-Semaine-4-_23AUT-1111100-,52095412,"Ottawa",1,340537
69,H01M923S-Semaine-4-_23AUT-1111100-,52095413,"GD Jardins",0,690268
640,H01M923S-Semaine-4-_23AUT-1111100-,52095414,"É Gr-Rivière",1,6400048
400,H01M923S-Semaine-4-_23AUT-1111100-,52095415,"Ottawa",1,4000398
39,H01M923S-Semaine-4-_23AUT-1111100-,52095416,"Freeman",0,390832
400,H01M923S-Semaine-4-_23AUT-1111100-,52095417,"Ottawa",1,4000398
331,H01M923S-Semaine-4-_23AUT-1111100-,52095418,"C St-Alex",1,3310085
371,H01M923S-Semaine-4-_23AUT-1111100-,52095419,"Cégep GRoy",0,3710349
400,H01M923S-Semaine-4-_23AUT-1111100-,52095420,"Ottawa",1,4000398
425,H01M923S-Semaine-4-_23AUT-1111100-,52095421,"É MontBleu",1,4250034
400,H01M923S-Semaine-4-_23AUT-1111100-,52095422,"Lorrain",0,4000399
36,H01M923S-Semaine-4-_23AUT-1111100-,52095423,"Ottawa",1,360328
400,H01M923S-Semaine-4-_23AUT-1111100-,52095424,"Ottawa",1,4000398
23,H01M923S-Semaine-4-_23AUT-1111100-,52095425,"Ottawa",1,230292
67,H01M923S-Semaine-4-_23AUT-1111100-,52095426,"La Cité",0,670704
71,H01M923S-Semaine-4-_23AUT-1111100-,52095427,"Labrosse",0,710227
71,H01M923S-Semaine-4-_23AUT-1111100-,52095428,"La Cité",1,710229
95,H01M923S-Semaine-4-_23AUT-1111100-,52095429,"Ottawa",1,950320
371,H01M923S-Semaine-4-_23AUT-1111100-,52095430,"Ottawa",1,3710346
45,H01M923S-Semaine-4-_23AUT-1111100-,52095431,"Ottawa",1,450597
67,H01M923S-Semaine-4-_23AUT-1111100-,52095432,"La Cité",0,670704
65,H01M923S-Semaine-4-_23AUT-1111100-,52095433,"La Gappe",1,650330
65,H01M923S-Semaine-4-_23AUT-1111100-,52095434,"La Cité",0,650329
437,H01M923S-Semaine-4-_23AUT-1111100-,52095435,"É MontBleu",1,4370147
39,H01M923S-Semaine-4-_23AUT-1111100-,52095436,"Freeman",0,390832
95,H01M923S-Semaine-4-_23AUT-1111100-,52095437,"Buck.",0,950318
371,H01M923S-Semaine-4-_23AUT-1111100-,52095438,"Cégep GRoy",0,3710348
55,H01M923S-Semaine-4-_23AUT-1111100-,52095439,"Pob Allum",0,550518
25,H01M923S-Semaine-4-_23AUT-1111100-,52095440,"Ottawa",1,250433
62,H01M923S-Semaine-4-_23AUT-1111100-,52095441,"La Gappe",1,620212
63,H01M923S-Semaine-4-_23AUT-1111100-,52095442,"La Cité",0,630197
71,H01M923S-Semaine-4-_23AUT-1111100-,52095443,"Labrosse",0,710227
78,H01M923S-Semaine-4-_23AUT-1111100-,52095444,"Lorrain",0,780243
97,H01M923S-Semaine-4-_23AUT-1111100-,52095445,"Ar Masson",0,970200
97,H01M923S-Semaine-4-_23AUT-1111100-,52095446,"Lorrain",1,970210
38,H01M923S-Semaine-4-_23AUT-1111100-,52095447,"Ottawa",1,380579
800,H01M923S-Semaine-4-_23AUT-1111100-,52095448,"Pob Allum",1,8000219
34,H01M923S-Semaine-4-_23AUT-1111100-,52095449,"Ottawa",1,340537
38,H01M923S-Semaine-4-_23AUT-1111100-,52095450,"Ottawa",1,380579
38,H01M923S-Semaine-4-_23AUT-1111100-,52095451,"Freeman",0,380583
55,H01M923S-Semaine-4-_23AUT-1111100-,52095452,"Ottawa",1,550519
425,H01M923S-Semaine-4-_23AUT-1111100-,52095453,"É MontBleu",1,4250034
429,H01M923S-Semaine-4-_23AUT-1111100-,52095454,"É MontBleu",0,4290034
87,H01M923S-Semaine-4-_23AUT-1111100-,52095455,"La Cité",0,870391
75,H01M923S-Semaine-4-_23AUT-1111100-,52095456,"Lorrain",0,750237
69,H01M923S-Semaine-4-_23AUT-1111100-,52095457,"GD Jardins",0,690268
49,H01M923S-Semaine-4-_23AUT-1111100-,52095458,"Cégep GRoy",0,490651
640,H01M923S-Semaine-4-_23AUT-1111100-,52095459,"É Gr-Rivière",1,6400048
27,H01M923S-Semaine-4-_23AUT-1111100-,52095460,"Galène",0,270427
829,H01M923S-Semaine-4-_23AUT-1111100-,52095461,"É de L'île",1,8290093
68,H01M923S-Semaine-4-_23AUT-1111100-,52095462,"Lorrain",0,680385
68,H01M923S-Semaine-4-_23AUT-1111100-,52095463,"Cégep GRoy",1,680386
654,H01M923S-Semaine-4-_23AUT-1111100-,52095464,"É Gr-Rivière",1,6540097
69,H01M923S-Semaine-4-_23AUT-1111100-,52095465,"La Gappe",1,690271
59,H01M923S-Semaine-4-_23AUT-1111100-,52095466,"Ottawa",1,591015
68,H01M923S-Semaine-4-_23AUT-1111100-,52095467,"Lorrain",0,680385
68,H01M923S-Semaine-4-_23AUT-1111100-,52095468,"Cégep GRoy",1,680386
49,H01M923S-Semaine-4-_23AUT-1111100-,52095469,"Gal.Aylmer",1,490652
49,H01M923S-Semaine-4-_23AUT-1111100-,52095470,"Cégep GRoy",0,490651
68,H01M923S-Semaine-4-_23AUT-1111100-,52095471,"Lorrain",0,680385
68,H01M923S-Semaine-4-_23AUT-1111100-,52095472,"Cégep GRoy",1,680386
49,H01M923S-Semaine-4-_23AUT-1111100-,52095473,"Gal.Aylmer",1,490652
49,H01M923S-Semaine-4-_23AUT-1111100-,52095474,"Cégep GRoy",0,490651
68,H01M923S-Semaine-4-_23AUT-1111100-,52095475,"Lorrain",0,680385
55,H01M923S-Semaine-4-_23AUT-1111100-,52095476,"Pob Allum",0,550518
56,H01M923S-Semaine-4-_23AUT-1111100-,52095477,"Rivermead",1,560095
825,H01M923S-Semaine-4-_23AUT-1111100-,52095478,"É de L'île",0,8250067
87,H01M923S-Semaine-4-_23AUT-1111100-,52095479,"La Cité",0,870391
800,H01M923S-Semaine-4-_23AUT-1111100-,52095480,"Lorrain",0,8000218
28,H01M923S-Semaine-4-_23AUT-1111100-,52095481,"Gam.Émond",0,280266
426,H01M923S-Semaine-4-_23AUT-1111100-,52095482,"É MontBleu",0,4260029
829,H01M923S-Semaine-4-_23AUT-1111100-,52095483,"É de L'île",1,8290093
40,H01M923S-Semaine-4-_23AUT-1111100-,52095484,"Ottawa",1,400547
826,H01M923S-Semaine-4-_23AUT-1111100-,52095485,"É de L'île",0,8260035
571,H01M923S-Semaine-4-_23AUT-1111100-,52095486,"Collège NF",1,5710067
40,H01M923S-Semaine-4-_23AUT-1111100-,52095487,"Ottawa",1,400547
37,H01M923S-Semaine-4-_23AUT-1111100-,52095488,"Cégep GRoy",0,370880
34,H01M923S-Semaine-4-_23AUT-1111100-,52095489,"Ottawa",1,340537
371,H01M923S-Semaine-4-_23AUT-1111100-,52095490,"Ottawa",1,3710346
34,H01M923S-Semaine-4-_23AUT-1111100-,52095491,"Pob Allum",0,340536
37,H01M923S-Semaine-4-_23AUT-1111100-,52095492,"Cégep GRoy",0,370880
34,H01M923S-Semaine-4-_23AUT-1111100-,52095493,"Ottawa",1,340537
371,H01M923S-Semaine-4-_23AUT-1111100-,52095494,"Ottawa",1,3710346
34,H01M923S-Semaine-4-_23AUT-1111100-,52095495,"Pob Allum",0,340536
37,H01M923S-Semaine-4-_23AUT-1111100-,52095496,"Cégep GRoy",0,370880
34,H01M923S-Semaine-4-_23AUT-1111100-,52095497,"Ottawa",1,340537
371,H01M923S-Semaine-4-_23AUT-1111100-,52095498,"Ottawa",1,3710346
32,H01M923S-Semaine-4-_23AUT-1111100-,52095499,"Plateau",0,320216
37,H01M923S-Semaine-4-_23AUT-1111100-,52095500,"Cégep GRoy",0,370880
31,H01M923S-Semaine-4-_23AUT-1111100-,52095501,"Ottawa",1,310588
800,H01M923S-Semaine-4-_23AUT-1111100-,52095502,"Pob Allum",1,8000219
371,H01M923S-Semaine-4-_23AUT-1111100-,52095503,"Ottawa",1,3710346
371,H01M923S-Semaine-4-_23AUT-1111100-,52095504,"Ottawa",1,3710346
550,H01M923S-Semaine-4-_23AUT-1111100-,52095505,"Collège NF",1,5500045
68,H01M923S-Semaine-4-_23AUT-1111100-,52095506,"Lorrain",0,680385
33,H01M923S-Semaine-4-_23AUT-1111100-,52095507,"Ottawa",1,331198
35,H01M923S-Semaine-4-_23AUT-1111100-,52095508,"Cégep GRoy",0,350627
400,H01M923S-Semaine-4-_23AUT-1111100-,52095509,"Ottawa",1,4000398
37,H01M923S-Semaine-4-_23AUT-1111100-,52095510,"Cégep GRoy",0,370880
52,H01M923S-Semaine-4-_23AUT-1111100-,52095511,"Pob Allum",0,520605
59,H01M923S-Semaine-4-_23AUT-1111100-,52095512,"Ottawa",1,591015
41,H01M923S-Semaine-4-_23AUT-1111100-,52095513,"Ottawa",1,410501
37,H01M923S-Semaine-4-_23AUT-1111100-,52095514,"Ottawa",1,370878
55,H01M923S-Semaine-4-_23AUT-1111100-,52095515,"Ottawa",1,550519
39,H01M923S-Semaine-4-_23AUT-1111100-,52095516,"Freeman",0,390832
433,H01M923S-Semaine-4-_23AUT-1111100-,52095517,"É MontBleu",1,4330192
37,H01M923S-Semaine-4-_23AUT-1111100-,52095518,"Ottawa",1,370877
28,H01M923S-Semaine-4-_23AUT-1111100-,52095519,"Pré Tunney",1,280267
49,H01M923S-Semaine-4-_23AUT-1111100-,52095520,"Cégep GRoy",0,490651
59,H01M923S-Semaine-4-_23AUT-1111100-,52095521,"Ottawa",1,591015
371,H01M923S-Semaine-4-_23AUT-1111100-,52095522,"Ottawa",1,3710346
59,H01M923S-Semaine-4-_23AUT-1111100-,52095523,"Pob Allum",0,591016
55,H01M923S-Semaine-4-_23AUT-1111100-,52095524,"Ottawa",1,550519
36,H01M923S-Semaine-4-_23AUT-1111100-,52095525,"Cégep GRoy",0,360330
55,H01M923S-Semaine-4-_23AUT-1111100-,52095526,"Pob Allum",0,550518
49,H01M923S-Semaine-4-_23AUT-1111100-,52095527,"Gal.Aylmer",1,490652
437,H01M923S-Semaine-4-_23AUT-1111100-,52095528,"É MontBleu",1,4370147
49,H01M923S-Semaine-4-_23AUT-1111100-,52095529,"Cégep GRoy",0,490651
49,H01M923S-Semaine-4-_23AUT-1111100-,52095530,"Gal.Aylmer",1,490652
31,H01M923S-Semaine-4-_23AUT-1111100-,52095531,"Cégep GRoy",0,310591
58,H01M923S-Semaine-4-_23AUT-1111100-,52095532,"Pob Allum",0,580304
49,H01M923S-Semaine-4-_23AUT-1111100-,52095533,"Cégep GRoy",0,490651
831,H01M923S-Semaine-4-_23AUT-1111100-,52095534,"É de L'île",1,8310065
58,H01M923S-Semaine-4-_23AUT-1111100-,52095535,"Pré Tunney",1,580303
37,H01M923S-Semaine-4-_23AUT-1111100-,52095536,"Ottawa",1,370877
75,H01M923S-Semaine-4-_23AUT-1111100-,52095537,"La Cité",1,750236
31,H01M923S-Semaine-4-_23AUT-1111100-,52095538,"Ottawa",1,310588
85,H01M923S-Semaine-4-_23AUT-1111100-,52095539,"Ottawa",1,850563
640,H01M923S-Semaine-4-_23AUT-1111100-,52095540,"É Gr-Rivière",0,6400038
58,H01M923S-Semaine-4-_23AUT-1111100-,52095541,"Pob Allum",0,580304
71,H01M923S-Semaine-4-_23AUT-1111100-,52095542,"Labrosse",0,710227
71,H01M923S-Semaine-4-_23AUT-1111100-,52095543,"La Cité",1,710229
62,H01M923S-Semaine-4-_23AUT-1111100-,52095544,"La Gappe",1,620212
63,H01M923S-Semaine-4-_23AUT-1111100-,52095545,"La Cité",0,630197
62,H01M923S-Semaine-4-_23AUT-1111100-,52095546,"La Gappe",1,620212
62,H01M923S-Semaine-4-_23AUT-1111100-,52095547,"La Cité",0,620211
65,H01M923S-Semaine-4-_23AUT-1111100-,52095548,"La Cité",0,650329
76,H01M923S-Semaine-4-_23AUT-1111100-,52095549,"Labrosse",0,760260
71,H01M923S-Semaine-4-_23AUT-1111100-,52095550,"La Cité",1,710229
71,H01M923S-Semaine-4-_23AUT-1111100-,52095551,"Labrosse",0,710227
97,H01M923S-Semaine-4-_23AUT-1111100-,52095552,"Ar Masson",0,970200
97,H01M923S-Semaine-4-_23AUT-1111100-,52095553,"Lorrain",1,970210
75,H01M923S-Semaine-4-_23AUT-1111100-,52095554,"La Cité",1,750236
371,H01M923S-Semaine-4-_23AUT-1111100-,52095555,"Cégep GRoy",0,3710349
31,H01M923S-Semaine-4-_23AUT-1111100-,52095556,"Ottawa",1,310588
31,H01M923S-Semaine-4-_23AUT-1111100-,52095557,"Cégep GRoy",0,310591
31,H01M923S-Semaine-4-_23AUT-1111100-,52095558,"Ottawa",1,310588
31,H01M923S-Semaine-4-_23AUT-1111100-,52095559,"Cégep GRoy",0,310591
31,H01M923S-Semaine-4-_23AUT-1111100-,52095560,"Ottawa",1,310588
31,H01M923S-Semaine-4-_23AUT-1111100-,52095561,"Cégep GRoy",0,310591
64,H01M923S-Semaine-4-_23AUT-1111100-,52095562,"La Gappe",1,640408
639,H01M923S-Semaine-4-_23AUT-1111100-,52095563,"É Gr-Rivière",1,6390053
31,H01M923S-Semaine-4-_23AUT-1111100-,52095564,"Cégep GRoy",0,310591
95,H01M923S-Semaine-4-_23AUT-1111100-,52095565,"Ottawa",1,950320
68,H01M923S-Semaine-4-_23AUT-1111100-,52095566,"Lorrain",0,680385
27,H01M923S-Semaine-4-_23AUT-1111100-,52095567,"Ottawa",1,270430
29,H01M923S-Semaine-4-_23AUT-1111100-,52095568,"Ottawa",1,290480
28,H01M923S-Semaine-4-_23AUT-1111100-,52095569,"Pré Tunney",1,280267
36,H01M923S-Semaine-4-_23AUT-1111100-,52095570,"Cégep GRoy",0,360333
56,H01M923S-Semaine-4-_23AUT-1111100-,52095571,"Rivermead",1,560095
54,H01M923S-Semaine-4-_23AUT-1111100-,52095572,"Hochelaga",0,540119
27,H01M923S-Semaine-4-_23AUT-1111100-,52095573,"Ottawa",1,270430
48,H01M923S-Semaine-4-_23AUT-1111100-,52095574,"Cook/Perry",0,480252
431,H01M923S-Semaine-4-_23AUT-1111100-,52095575,"É MontBleu",1,4310155
49,H01M923S-Semaine-4-_23AUT-1111100-,52095576,"Gal.Aylmer",1,490652
800,H01M923S-Semaine-4-_23AUT-1111100-,52095577,"Lorrain",0,8000218
55,H01M923S-Semaine-4-_23AUT-1111100-,52095578,"Ottawa",1,550519
37,H01M923S-Semaine-4-_23AUT-1111100-,52095579,"Cégep GRoy",0,370880
55,H01M923S-Semaine-4-_23AUT-1111100-,52095580,"Pob Allum",0,550518
800,H01M923S-Semaine-4-_23AUT-1111100-,52095581,"Pob Allum",1,8000219
400,H01M923S-Semaine-4-_23AUT-1111100-,52095582,"Lorrain",0,4000399
25,H01M923S-Semaine-4-_23AUT-1111100-,52095583,"Amérique-Française",0,250434
97,H01M923S-Semaine-4-_23AUT-1111100-,52095584,"Ar Masson",0,970204
34,H01M923S-Semaine-4-_23AUT-1111100-,52095585,"Ottawa",1,340537
400,H01M923S-Semaine-4-_23AUT-1111100-,52095586,"Lorrain",0,4000399
34,H01M923S-Semaine-4-_23AUT-1111100-,52095587,"Pob Allum",0,340536
800,H01M923S-Semaine-4-_23AUT-1111100-,52095588,"Lorrain",0,8000218
71,H01M923S-Semaine-4-_23AUT-1111100-,52095589,"La Cité",1,710229
65,H01M923S-Semaine-4-_23AUT-1111100-,52095590,"La Gappe",1,650330
64,H01M923S-Semaine-4-_23AUT-1111100-,52095591,"Cégep GRoy",0,640404
35,H01M923S-Semaine-4-_23AUT-1111100-,52095592,"Ottawa",1,350620
33,H01M923S-Semaine-4-_23AUT-1111100-,52095593,"Freeman",0,331206
59,H01M923S-Semaine-4-_23AUT-1111100-,52095594,"Pob Allum",0,591016
55,H01M923S-Semaine-4-_23AUT-1111100-,52095595,"Ottawa",1,550519
400,H01M923S-Semaine-4-_23AUT-1111100-,52095596,"Lorrain",0,4000399
449,H01M923S-Semaine-4-_23AUT-1111100-,52095597,"É MontBleu",0,4490073
95,H01M923S-Semaine-4-_23AUT-1111100-,52095598,"Buck.",0,950318
56,H01M923S-Semaine-4-_23AUT-1111100-,52095599,"Cégep GRoy",0,560094
752,H01M923S-Semaine-4-_23AUT-1111100-,52095600,"École NE",1,7520040
34,H01M923S-Semaine-4-_23AUT-1111100-,52095601,"Pob Allum",0,340536
400,H01M923S-Semaine-4-_23AUT-1111100-,52095602,"Ottawa",1,4000398
49,H01M923S-Semaine-4-_23AUT-1111100-,52095603,"Gal.Aylmer",1,490652
34,H01M923S-Semaine-4-_23AUT-1111100-,52095604,"Pob Allum",0,340536
45,H01M923S-Semaine-4-_23AUT-1111100-,52095605,"Ottawa",1,450597
34,H01M923S-Semaine-4-_23AUT-1111100-,52095606,"Ottawa",1,340537
400,H01M923S-Semaine-4-_23AUT-1111100-,52095607,"Lorrain",0,4000399
34,H01M923S-Semaine-4-_23AUT-1111100-,52095608,"Pob Allum",0,340536
